CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1990,50.9
India,IND,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,1990,38.7
India,IND,"Access to electricity, urban (% of urban population)",EG.ELC.ACCS.UR.ZS,1990,86.4551180178
India,IND,Access to non-solid fuel (% of population),EG.NSF.ACCS.ZS,1990,21.8663990498
India,IND,"Adjusted net enrolment rate, primary, both sexes (%)",SE.PRM.TENR,1990,78.24938
India,IND,"Adjusted net enrolment rate, primary, female (%)",SE.PRM.TENR.FE,1990,66.11141
India,IND,"Adjusted net enrolment rate, primary, male (%)",SE.PRM.TENR.MA,1990,89.52264
India,IND,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,1990,4.14519798469
India,IND,Adjusted net national income (constant 2005 US$),NY.ADJ.NNTY.KD,1990,3.00514793703e+11
India,IND,Adjusted net national income (current US$),NY.ADJ.NNTY.CD,1990,2.79853160083e+11
India,IND,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,1990,2.00803474114
India,IND,Adjusted net national income per capita (constant 2005 US$),NY.ADJ.NNTY.PC.KD,1990,345.180542915
India,IND,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,1990,321.447954505
India,IND,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,1990,12.6598755068
India,IND,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,1990,40815945028.8
India,IND,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,1990,8.92332479168
India,IND,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,1990,28769156061.4
India,IND,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,1990,1.05842364597
India,IND,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,1990,3412400171.54
India,IND,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,1990,9.50850826068
India,IND,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,1990,30655810972.8
India,IND,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,1990,3.5
India,IND,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,1990,11284140000.0
India,IND,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,1990,1.29963152477
India,IND,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,1990,4190064021.11
India,IND,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,1990,23.41626348
India,IND,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,1990,0.137387353616
India,IND,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,1990,442942323.552
India,IND,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,1990,3.68947933148
India,IND,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,1990,2.25246045309
India,IND,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,1990,7262022599.19
India,IND,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,1990,13.9077784842
India,IND,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,1990,44839234144.2
India,IND,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,1990,3.73655071508
India,IND,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,1990,12046788967.5
India,IND,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,1990,98.8132
India,IND,Age dependency ratio (% of working-age population),SP.POP.DPND,1990,71.7112619917
India,IND,"Age dependency ratio, old (% of working-age population)",SP.POP.DPND.OL,1990,6.58192243379
India,IND,"Age dependency ratio, young (% of working-age population)",SP.POP.DPND.YG,1990,65.1293395579
India,IND,Agricultural land (% of land area),AG.LND.AGRI.ZS,1990,61.016282175
India,IND,Agricultural land (sq. km),AG.LND.AGRI.K2,1990,1814130.0
India,IND,"Agricultural machinery, tractors",AG.AGR.TRAC.NO,1990,988070.0
India,IND,"Agricultural machinery, tractors per 100 sq. km of arable land",AG.LND.TRAC.ZS,1990,60.696734403
India,IND,Agricultural methane emissions (% of total),EN.ATM.METH.AG.ZS,1990,71.4403779465
India,IND,Agricultural methane emissions (thousand metric tons of CO2 equivalent),EN.ATM.METH.AG.KT.CE,1990,366945.5
India,IND,Agricultural nitrous oxide emissions (% of total),EN.ATM.NOXE.AG.ZS,1990,75.9733907259
India,IND,Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.AG.KT.CE,1990,121149.6
India,IND,Agricultural raw materials exports (% of merchandise exports),TX.VAL.AGRI.ZS.UN,1990,4.05073167015
India,IND,Agricultural raw materials imports (% of merchandise imports),TM.VAL.AGRI.ZS.UN,1990,3.99051039475
India,IND,Agriculture value added per worker (constant 2005 US$),EA.PRD.AGRI.KD,1990,458.813603233
India,IND,"Agriculture, value added (% of GDP)",NV.AGR.TOTL.ZS,1990,29.0233339496
India,IND,"Agriculture, value added (annual % growth)",NV.AGR.TOTL.KD.ZG,1990,4.01509580315
India,IND,"Agriculture, value added (constant 2005 US$)",NV.AGR.TOTL.KD,1990,96433901941.1
India,IND,"Agriculture, value added (constant LCU)",NV.AGR.TOTL.KN,1990,7.9484190947e+12
India,IND,"Agriculture, value added (current LCU)",NV.AGR.TOTL.CN,1990,1.543500294e+12
India,IND,"Agriculture, value added (current US$)",NV.AGR.TOTL.CD,1990,85996060617.9
India,IND,"Air transport, freight (million ton-km)",IS.AIR.GOOD.MT.K1,1990,662.900024414
India,IND,"Air transport, passengers carried",IS.AIR.PSGR,1990,10862200.0
India,IND,"Air transport, registered carrier departures worldwide",IS.AIR.DPRT,1990,125800.0
India,IND,Alternative and nuclear energy (% of total energy use),EG.USE.COMM.CL.ZS,1990,2.4567739141
India,IND,Arable land (% of land area),AG.LND.ARBL.ZS,1990,54.9776502679
India,IND,Arable land (hectares per person),AG.LND.ARBL.HA.PC,1990,0.187754039224
India,IND,Arable land (hectares),AG.LND.ARBL.HA,1990,163459000.0
India,IND,Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,1990,0.382867870936
India,IND,"Armed forces personnel, total",MS.MIL.TOTL.P1,1990,1260000.0
India,IND,Arms exports (SIPRI trend indicator values),MS.MIL.XPRT.KD,1990,3000000.0
India,IND,Arms imports (SIPRI trend indicator values),MS.MIL.MPRT.KD,1990,2724000000.0
India,IND,Average grace period on new external debt commitments (years),DT.GPA.DPPG,1990,7.861
